hour,n_samples,cpc_auc,cpc_acc,km_auc,km_acc
6,52,0.6398809523809523,0.7290909090909091,0.6199294532627865,0.5527272727272727
7,59,0.5189814814814816,0.7106060606060606,0.6380138187429855,0.4909090909090909
8,68,0.47598484848484846,0.6912087912087912,0.6484933717076573,0.4835164835164836
9,73,0.693939393939394,0.7542857142857143,0.7184517686898638,0.619047619047619
10,80,0.71875,0.7125,0.6650226856476856,0.5375
11,92,0.7092857142857142,0.8058479532163743,0.7650861856008915,0.531578947368421
12,101,0.7565833333333334,0.8119047619047619,0.6877882483825466,0.5142857142857143
13,111,0.720392156862745,0.766403162055336,0.7748340103543453,0.6023715415019762
14,120,0.7108479532163743,0.7500000000000001,0.7280162517388394,0.5416666666666667
15,127,0.7816315789473685,0.7713846153846153,0.7394185252586114,0.5101538461538462
16,132,0.7240873015873015,0.7803418803418802,0.6772482927364136,0.545014245014245
17,138,0.7123015873015872,0.7386243386243387,0.7021555144622778,0.5214285714285715
18,150,0.6780538302277432,0.8,0.7130590067687179,0.5266666666666666
19,156,0.6659761904761905,0.8141129032258065,0.6801708162512744,0.4862903225806452
20,157,0.7202857142857143,0.8086693548387098,0.7105278292032011,0.5348790322580645
21,166,0.7633021299687966,0.8557932263814617,0.7426277470693685,0.5780748663101604
22,171,0.7163737717309145,0.8068907563025209,0.7533308923704557,0.578655462184874
23,177,0.7509676284306827,0.818888888888889,0.7154743251192459,0.5425396825396824
24,180,0.7419184455391352,0.8277777777777778,0.7492248575900972,0.5722222222222222
25,183,0.7279416282642088,0.81996996996997,0.752994592515212,0.5848348348348349
26,183,0.7506016385048644,0.7981981981981983,0.7298592550091373,0.5627627627627627
27,183,0.7088402457757297,0.8085585585585585,0.7102719367288417,0.5405405405405406
28,186,0.7803072196620584,0.8173541963015648,0.711008888867592,0.5487908961593172
29,185,0.7388632872503841,0.8054054054054054,0.6360416419329228,0.5135135135135135
30,187,0.7785714285714286,0.8347083926031293,0.6210317159971165,0.48065433854907547
31,190,0.8085133448540706,0.8473684210526315,0.6625499114523737,0.536842105263158
32,190,0.7401593701996928,0.8526315789473683,0.6521132179832988,0.5210526315789474
