hour,AUC,Accuracy,Acc_class_0,Acc_class_1,Acc_class_2
72,0.8910903049560037,0.7458333333333333,0.7705263157894737,0.7391812865497076,0.7072727272727273
73,0.8905587103983958,0.7583333333333333,0.8536842105263158,0.6865497076023391,0.7109090909090909
74,0.8813828265023063,0.7291666666666667,0.78,0.7286549707602339,0.630909090909091
75,0.9069227430736808,0.7416666666666667,0.7168421052631578,0.7713450292397661,0.7254545454545455
76,0.8956086275581132,0.7375,0.76,0.7280701754385964,0.7090909090909091
77,0.879274336659394,0.7208333333333334,0.77,0.7046783625730993,0.649090909090909
78,0.8914363705516155,0.7166666666666667,0.6968421052631579,0.6538011695906433,0.86
79,0.8820476378083759,0.7375,0.7805263157894736,0.7175438596491228,0.6890909090909091
80,0.8885514452196241,0.7666666666666667,0.8026315789473685,0.7391812865497076,0.7454545454545454
81,0.885722733717289,0.7583333333333333,0.7905263157894737,0.7614035087719297,0.6872727272727273
82,0.8902031050700139,0.7458333333333333,0.8126315789473683,0.6847953216374268,0.7272727272727273
83,0.8715058211942666,0.7166666666666666,0.8010526315789473,0.6625730994152048,0.6527272727272727
