hour,AUC,Accuracy,Acc_class_0,Acc_class_1
6,0.8051851851851852,0.4448717948717949,0.3333333333333333,0.7333333333333333
7,0.7363636363636364,0.6123809523809524,0.6545454545454545,0.45
8,0.826388888888889,0.5625,0.5076923076923077,0.7833333333333333
9,0.7764652014652015,0.5816993464052288,0.5164835164835164,0.7666666666666666
10,0.8252500000000002,0.7557894736842107,0.7525000000000001,0.78
11,0.8602941176470587,0.5753246753246753,0.4897058823529411,0.86
12,0.8096101364522417,0.7260869565217392,0.7555555555555555,0.6133333333333333
13,0.8286491228070176,0.7224615384615383,0.7257894736842105,0.7133333333333334
14,0.7923809523809524,0.6834757834757836,0.6761904761904762,0.7133333333333333
15,0.8061264822134389,0.7357142857142858,0.7466403162055337,0.6933333333333332
16,0.8026138716356108,0.750574712643678,0.8021739130434783,0.5714285714285714
17,0.8085421245421246,0.75,0.772,0.6523809523809524
18,0.839655406322073,0.8192513368983958,0.8262108262108262,0.7952380952380953
19,0.8338624338624339,0.7411764705882352,0.7407407407407408,0.7428571428571429
20,0.8596366995073892,0.7166666666666666,0.723152709359606,0.6964285714285714
21,0.8480952380952381,0.8061166429587482,0.8266666666666668,0.7214285714285714
22,0.848963133640553,0.7748987854251013,0.7935483870967742,0.7107142857142856
23,0.840625,0.7906410256410257,0.80625,0.7321428571428571
24,0.8418188582251082,0.7792307692307692,0.7852272727272728,0.7464285714285714
25,0.8680262445887446,0.8088461538461538,0.8162878787878789,0.7785714285714286
26,0.8564258658008658,0.825,0.8236742424242426,0.8321428571428571
27,0.8537624140565316,0.8285365853658536,0.8511586452762924,0.7178571428571429
28,0.8479118920295392,0.779390243902439,0.768270944741533,0.8321428571428571
29,0.8402310924369749,0.7233449477351914,0.7235294117647059,0.7321428571428571
30,0.8993937575030012,0.8095238095238095,0.8218487394957984,0.7571428571428571
31,0.8606009070294783,0.8246954595791806,0.8346031746031745,0.7785714285714286
32,0.8802154195011337,0.811517165005537,0.8300000000000001,0.7214285714285713
33,0.8953854875283447,0.8170542635658915,0.8312698412698414,0.75
34,0.8650113378684807,0.7470653377630122,0.7125396825396825,0.9178571428571429
35,0.8791496598639457,0.7615725359911407,0.753015873015873,0.8
36,0.8865646258503401,0.6830564784053157,0.6715873015873016,0.75
37,0.8748752834467121,0.7339977851605759,0.7203174603174604,0.8035714285714286
38,0.8730952380952381,0.8093023255813954,0.814920634920635,0.7821428571428571
39,0.8664484126984128,0.6267441860465117,0.596031746031746,0.7464285714285714
40,0.8531547619047618,0.7821353065539112,0.7917460317460318,0.7285714285714285
41,0.8600198412698413,0.812262156448203,0.85,0.6428571428571429
42,0.8698225010725011,0.809090909090909,0.8232732732732732,0.75
43,0.8800568425568425,0.7617171717171717,0.7605105105105104,0.775
44,0.857301051051051,0.8213131313131313,0.848048048048048,0.7
45,0.8406906906906908,0.8096618357487924,0.8648648648648649,0.5666666666666667
46,0.8308558558558559,0.7697584541062803,0.8,0.6333333333333333
47,0.8435435435435436,0.8052173913043477,0.8432432432432432,0.6305555555555555
48,0.8195491544175754,0.6747826086956522,0.656045519203414,0.7611111111111111
49,0.8242354196301565,0.7565217391304347,0.7664295874822191,0.7138888888888888
50,0.8507764343290658,0.8178538390379279,0.8463726884779514,0.6888888888888889
51,0.8563537221431957,0.8355226641998149,0.8624466571834993,0.7083333333333333
52,0.8620389113810166,0.8245143385753932,0.8743589743589745,0.6055555555555555
53,0.8641306792622583,0.7947271045328399,0.8225371120107962,0.6666666666666666
54,0.8694781826360775,0.8462534690101758,0.917004048582996,0.5194444444444445
55,0.8632759784075574,0.8209990749306197,0.8442645074224021,0.7138888888888888
56,0.8420434098065677,0.7904717853839038,0.8282051282051283,0.6222222222222222
57,0.8306380266906583,0.7879432624113475,0.8201079622132255,0.6388888888888888
58,0.8359761583445795,0.822163120567376,0.8815114709851551,0.5444444444444444
59,0.8422439646123856,0.7501773049645389,0.7738191632928475,0.6388888888888888
60,0.8328272604588394,0.6992021276595743,0.6919028340080972,0.7444444444444445
61,0.8410368870895187,0.7968085106382978,0.8251012145748987,0.6666666666666666
62,0.849209026840606,0.7592198581560284,0.7681511470985155,0.711111111111111
63,0.8637464387464387,0.7934397163120568,0.8,0.7694444444444445
64,0.8690883190883192,0.7808510638297872,0.7743589743589743,0.8083333333333332
65,0.8652421652421654,0.8018617021276595,0.8153846153846154,0.7444444444444445
66,0.8504985754985755,0.7640070921985816,0.7846153846153846,0.6722222222222223
67,0.8666666666666668,0.8271276595744681,0.8717948717948719,0.6222222222222222
68,0.8612535612535612,0.8020390070921986,0.8153846153846154,0.7444444444444445
69,0.8575498575498575,0.8101063829787234,0.8512820512820513,0.6194444444444445
70,0.8851851851851853,0.8144503546099291,0.8051282051282052,0.861111111111111
71,0.8793447293447294,0.8145390070921985,0.8615384615384617,0.6055555555555555
72,0.8543447293447294,0.8016843971631206,0.8461538461538461,0.6
73,0.8715811965811966,0.7765070921985816,0.7897435897435898,0.7138888888888889
74,0.8794871794871794,0.8017730496453901,0.8102564102564103,0.7694444444444445
75,0.8707977207977209,0.7846631205673759,0.8051282051282052,0.6916666666666667
76,0.8655270655270655,0.7806737588652483,0.7897435897435898,0.7444444444444445
77,0.8495014245014246,0.8016843971631206,0.8153846153846154,0.7472222222222222
78,0.8571937321937323,0.7930851063829787,0.8153846153846154,0.6972222222222222
79,0.8744301994301994,0.8233156028368793,0.8666666666666666,0.625
80,0.8512820512820513,0.8399822695035463,0.8820512820512819,0.6472222222222223
81,0.8725071225071226,0.7763297872340426,0.7846153846153846,0.7333333333333333
82,0.8512108262108262,0.788918439716312,0.8051282051282052,0.7166666666666667
83,0.8709401709401711,0.8101063829787234,0.8461538461538461,0.6472222222222223
